MovieTitle,ReleaseYear,RunTime,Genres,DirectorName,Rating,Studio,OriginCountry,OriginalLanguage,cast
Koi... Mil Gaya,2003,165 mins   More at IMDb TMDB  Report this page,"Action, Science Fiction, Adventure",Rakesh Roshan,3.28 out of 5,Film Kraft,India,Hindi,"Hrithik Roshan, Preity Zinta, Rekha, Indravardhan Purohit, Anuj Pandit Sharma, Mohit Makkad, Jay Choksi, Omkar Purohit, Hansika Motwani, Pranita Bishnoi, Rajat Bedi, Prem Chopra, Mukesh Rishi, Johnny Lever, Akash Khurana, Rajeev Verma, Beena Banerjee, Anjana Mumtaz, Mithilesh Chaturvedi, Ravi Jhankal, Micky Dhamijani, Rakesh Roshan"
Guntur Kaaram,2024,156 mins   More at IMDb TMDB  Report this page,"Action, Drama",Trivikram Srinivas,2.30 out of 5,Haarika & Hassine Creations,India,Telugu,"Mahesh Babu, Sreeleela, Ramya Krishnan, Prakash Raj, Jayaram, Rao Ramesh, Murali Sharma, Vennela Kishore, Meenakshi Chaudhary, Easwari Rao, Raghu Babu, Rahul Ravindran, Jagapati Babu, Ajay, Ajay Ghosh, P. Ravi Shankar, Madhusudhan Rao, Mahesh Achanta, Pammi Sai, Brahmaji, Sunil Varma, Poorna, RJ Hemant, Chammak Chandra, Maanik Reddy, Kadambari Kiran, Surabhi Prabhavathi"
Duvidha,1973,82 mins   More at IMDb TMDB  Report this page,"Drama, Fantasy, Romance",Mani Kaul,3.89 out of 5,Rupayan Sansthan,India,Hindi,"Raisa Padamsee, Ravi Menon, Hardan, Manohar Lalas, Bhola Ram, Kana Ram, Shambhudan"
Jaane Tu... Ya Jaane Na,2008,155 mins   More at IMDb TMDB  Report this page,"Romance, Comedy, Drama",Abbas Tyrewala,3.65 out of 5,PVR Inox Pictures,India,Hindi,"Imran Khan, Genelia D'Souza, Manjari Fadnnis, Prateik Babbar, Sugandha Garg, Nirav Mehta, Alishka Varde, Ayaz Khan, Naseeruddin Shah, Ratna Pathak Shah, Karan Makhija, Renuka Kunzru, Padam Bhola, Shakun Batra, Jayant Kripalani, Anooradha Patel, Jerrit John, Pratiek Babbar, Arbaaz Khan, Sohail Khan, Paresh Rawal, Rajat Kapoor, Kitu Gidwani, Uditanshu Mehta, Urvashi Shah, Deepak Dhadwal, Veena Mehta, Murali Sharma, Omprakash"
Indian 2: Zero Tolerance,2024,178 mins   More at IMDb TMDB  Report this page,"Action, Thriller, Drama",Shankar,1.43 out of 5,Lyca Productions,India,Tamil,"Kamal Haasan, Siddharth, Priya Bhavani Shankar, Jagan, Rishikanth, Bobby Simha, Vivek, Nedumudi Venu, Rakul Preet Singh, Samuthirakani, Kalyani Natarajan, Delhi Ganesh, Manobala, Deepa Shankar, Thambi Ramaiah, Renuka, S. J. Suryah, Kalidas Jayaram, Gulshan Grover, Zakir Hussain, Piyush Mishra, Akhilendra Mishra, Brahmanandam, G. Marimuthu, Vinod Sagar, Ravi Venkataraman, Cheran Raj, C. Ranganathan, Yograj Singh, Guru Somasundaram, TSR, Nagendra Babu, Sayaji Shinde, Kumar Natarajan, Udhayabanu Mageswaran, Krishnakumar Ramakumar, Imman Annachi, Ganja Karuppu, Shiva Aravind, Aruvi Bala, Thangapandiyan, Madhan Kumar Dhakshinamoorthy, Yogi Ram, Kovai Babu, Asif Basra, Saranya Ravichandran, Karuna Prasad, Divya Ganesh, Demi-Leigh Nel-Peters, Kajal Agarwal, Nandu Poduval"
The Adamant Girl,2024,104 mins   More at IMDb TMDB  Report this page,Drama,P. S. Vinothraj,3.65 out of 5,Sivakarthikeyan Productions,India,Tamil,"Anna Ben, Soori, Jawahar Sakthi, Poobalam Pragatheeswaran, Sai Abinaya, Murugan Govinthsamy, Rajeshwari Murugan, Muthulakshmi, R. Charles, Muthurasu, M. Vijay Kumar, K. N. Theehan, G. Kalimuthu, R. James Pandiyan, Mullai Arasi, Arunachalam, Guna Nila, Mani, Suresh, Lakshmi, Nirosha, Selvam, Boopathi Padhbanaban, Murugan, Arivu Nila, Mithran, Sundar, Tamil Kannan, Karthik Velayudham, Palanivel, Muthupandi, Kanagaraj, Pandiyarajan"
Court,2014,116 mins   More at IMDb TMDB  Report this page,Drama,Chaitanya Tamhane,3.87 out of 5,Zoo Entertainment,India,Marathi,"Vira Sathidar, Vivek Gomber, Geetanjali Kulkarni, Pradeep Joshi, Shirish Pawar, Usha Bane, Arpita Chate, Bipin Maniar, Panna Mehta, Mansi Multani, Swapnil Kedayi, Jagruti More, Ragini Pawar, Vedant Satam, Siddharth Bandivdekar, Vinay Kesarkar, Yash Zubre, Pratik Mahadik, Samarth Gawde, Nandini Tawre, Mahendra Misal, Siddhi More, Shriya Yadav, Manasi Waghmare, Pranila Kamble, Haresh Makwana, Bhavik Makwana, Sahil Rathod, Meerabai Umap, Babasaheb Athakale, Priyanka Jadhav, Kunda Ausaramal, Vishal Pawar, Swapnil Pagare, Gautam Sonawane, Dinkar Gawande, B. S. Narayanaswamy, Tulshiram Kadam, Shailendra Khandagale, Kirti Kadam, Girish Dani, Bankim Shah, Yogesh Chikatgaonkar, Yashodhan Malvankar, Jayant Potdar, Shashikant Nagwekar, Shriya Chavan, Padmavati Mekale, Thryza Dow, Sachin Dongare, Arun Patil, Veena Nair, Kinnari Vohra, Amit Kumar, Mr. Patel, Rekha Pawar, Sukhdas Suryavanshi, Shreeram Redkar, Chhaya Furtado, Kalpana Raut, Shirish Malhotra, Tariq Vasudeva, Priyanka Bose, Shreya Dev Dube, Shivani Joshi, Advait Gaikwad, Sunita Mekale, Anuj Mahadik, Sahil Narkar, Mrunal Jadhav, Adarsh Nate, Yash Salunkhe, Swarni Bhosale, Upasanna Mokal, Hemant Sutey, Vaibhavi Gaikwad, Vivek Parkhe, Ramkrishna Parte, Raju Maske, Pervin Crawford, Shri Kumar, Vandana Marathe, Srikant Jog, Aditya Halbe, Raju Patwardhan, Suresh Salankar, Meghraj Otale, Mayuri Bane, Suhas Manjarekar, Ram Pawar, Neha Sawant, Pravin Mali, Babasaheb Yedekar, Shatrugan Kadam, Archana Rangari, Mushtag Salim Khan, Rehanna, Manoj Mainkar, Ashutosh Bhosale, Pradnya Bhatawadekar, Balkrishna Vaidya, Mukund Sara, Vinit Valanju, Ulhas Sule, Tejashree Sawant, Shriram joshi, Varsha Joshi, Neha Kelkar, Mahesh Joshi, Rutuja Joshi, Maitreyee Joshi, Shreyas Joshi, Vinay Deshpande, Pramod Tillu, Madhuri Mainkar, Rishi Mainkar, Alok Hardikar, Monish Bhosale, Vijaya Bhosale, Suresh Kulkarni, Tejas Joshi, Vishwam Parelkar, Kaustubh Padhye, Sanjivani Ogale, Sadhana Mali, Sugandha Dalvi, Rashmi Walimbe, Mandar Walimbe, Tanishq Walimbe, Abhilasha Patil, Rajas Sathe, Deepali Sathe, Shahir Krishnakanth Jadhav, Jayant Talekar, Avinash Chauhan, Yatin Bhor, Nikhil Marathe, Sahil Rao, Shreyansh Madiwale, Murli Khairnar, Vivek Todankar, Aditya Iyer, Sumit Pawar, Anand Tupe, Kiran Savani, Gajanand Shetye, Vidula Apte, Preeti Pandit, Stephanie Delvoye, Jean-Baptiste Bureau, Yuvraj Gaikwad, Ganesh Gawli, Anil Gawde"
Sir,2018,99 mins   More at IMDb TMDB  Report this page,"Romance, Drama",Rohena Gera,3.73 out of 5,Inkpot Films Private Limited,India,Hindi,"Tillotama Shome, Vivek Gomber, Geetanjali Kulkarni, Rahul Vohra, Divya Seth Shah, Chandrchoor Rai, Dilnaz Irani, Bhagyashree Pandit, Anupriya Goenka, Akash Sinha, Rashi Mal, Ahmareen Anjum"
Anantaram,1987,125 mins   More at IMDb TMDB  Report this page,Drama,Adoor Gopalakrishnan,4.06 out of 5,General Pictures,India,Malayalam,"Ashokan, Sudheesh, Shobana, Mammootty, Bahadoor, Krishnankutty Nair, Kaviyoor Ponnamma, Adoor Pankajam, Kukku Parameswaran, K. P. A. C. Azeez, B K Nair, Vembayam Thampi, Chandran Nair, P. Ganga, John Samuel, N B Thambi, Srinivasa Sarma, Unni Pillai, Somasekharan Nair, Shanmugam Pillai, Annakutty, Mumthas, Lolitha, Geethi Prasad, Aliyar, M Chandran Nair"
Kama Sutra: A Tale of Love,1996,117 mins   More at IMDb TMDB  Report this page,"Romance, Drama, History",Mira Nair,3.27 out of 5,NDF International,UK,English,"Indira Varma, Sarita Choudhury, Ramon Tikaram, Naveen Andrews, Rekha, Khalid Tyabji, Arundathi Nag, Surabhi Bhansali, Garima Dhup, Pearl Padamsee, Kusum Haidar, Harish Patel, Ranjit Chowdhry, Achala Sachdev, Arjun Sajnani, Avijit Dutt, Anjum Rajabali, Siddharth Anand Kumar, Debi Basu, Rahul Vohra, Manize Boga, Prabeen Singh, Cinia Jain, Urvashi Nair, Bhanumathi Rao, Vasudeo Bhatt, Moneeka Misra Tanvir, Mina Sareen, Maya Krishna Rao, Shyamoli Varma, Nandita Mehrotra, Zoya Akhtar, Deepti Datt, Piu Dutt, Dinaz Stafford, Purnima Raju, Daphnée Breytenbach, Celesteann Cruz, Nizami Chattarpur, Yasmine Stafford, Sunil Chabra, Himanshu Malik, Shubha Mudgal"
A Death in the Gunj,2016,110 mins   More at IMDb TMDB  Report this page,"Thriller, Drama",Konkona Sen Sharma,3.78 out of 5,Studioz IDrream,India,English,"Vikrant Massey, Gulshan Devaiah, Tillotama Shome, Kalki Koechlin, Jim Sarbh, Ranvir Shorey, Tanuja Samarth, Om Puri, Arya Sharma, Ashok Pathak, Shimanti Kumari, Aparna Sen, Virginia vacho, Canteen Majid, Promila Pradhan"
Last Film Show,2021,110 mins   More at IMDb TMDB  Report this page,Drama,Pan Nalin,3.76 out of 5,Monsoon Films Private Limited,France,Gujarati,"Bhavin Rabari, Richa Meena, Bhavesh Shrimali, Dipen Raval, Rahul Koli, Vikas Bata, Shoban Makwa, Kishan Parmar, Vijay Mer, Tia Sebastian, Paresh Mehta, Alpesh Tank, Rafiq Vajugada, Nayan Rana, Punja Bhai, Vidita Mehta, Nareshkumar Mehta, Jasmin Joshi"
Karwaan,2018,125 mins   More at IMDb TMDB  Report this page,"Comedy, Adventure",Akarsh Khurana,3.56 out of 5,RSVP Movies,India,Hindi,"Dulquer Salmaan, Mithila Palkar, Irrfan Khan, Kriti Kharbanda, Amala Akkineni, Beena Banerjee, Akash Khurana, Sarang Sathaye, Nipun Dharmadhikari, Adhaar Khurana, Shubrajyoti Bharat, Sameer Saxena, Donna Munshi, Siddharth Menon, Habib Azami"
Jersey,2019,160 mins   More at IMDb TMDB  Report this page,Drama,Gowtam Tinnanuri,3.99 out of 5,Sithara Entertainments,India,Telugu,"Nani, Shraddha Srinath, Ronit Kamra, Harish Kalyan, Viswant Duddumpudi, Sathyaraj, Sanusha Santhosh, Sampath Raj, Shishir Sharma, Praveen, Jayaprakash, Rao Ramesh, Brahmaji, Bhupal Raju, Moin"
2018,2023,150 mins   More at IMDb TMDB  Report this page,"Adventure, Thriller, Action",Jude Anthany Joseph,3.67 out of 5,Anto Joseph Film Company,India,Malayalam,"Tovino Thomas, Kunchacko Boban, Narain, Asif Ali, Lal, Vineeth Sreenivasan, Aju Varghese, Aparna Balamurali, Kalaiyarasan, Tanvi Ram, Indrans, Sshivada Nair, Nileen Sandra, Gauthami Nair, Vinitha Koshy, Sudheesh, Devanandha, Rony David Raj, Janardhanan, Ramesh Thilak, Jayakumar Parameswaran Pillai, Shebin Benson, Siddique, Renji Panicker, Joy Mathew, Gibin Gopinath, Nandu Poduval, Nandan Unni, Sreeja Ravi, Shobha Mohan, Kalabhavan Haneef, Gilu Joseph, Jaffer Idukki, Boban Samuel, Santhakumari, Balaji Sarma, Jayakrishnan, Sreejith Ravi, S.P. Sreekumar, Pauly Valsan, Harikrishnan, Krishna, Sini Abraham, Nandu Anand"
Omkara,2006,155 mins   More at IMDb TMDB  Report this page,"Drama, Crime",Vishal Bhardwaj,3.92 out of 5,Big Screen Entertainment,India,Hindi,"Ajay Devgn, Saif Ali Khan, Kareena Kapoor Khan, Konkona Sen Sharma, Vivek Oberoi, Deepak Dobriyal, Naseeruddin Shah, Bipasha Basu, Kamal Tiwari, Kuldeep Kumar, Pankaj Tripathi, Manav Kaushik"
Two,1965,12 mins   More at IMDb TMDB  Report this page,"Family, Drama",Satyajit Ray,4.01 out of 5,,India,No spoken language,Ravi Kiran
O Kadhal Kanmani,2015,139 mins   More at IMDb TMDB  Report this page,"Romance, Drama",Mani Ratnam,3.69 out of 5,Madras Talkies,India,Tamil,"Dulquer Salmaan, Nithya Menen, Prakash Raj, Leela Samson, Vinodhini Vaidyanathan, Ramya Subramanian, Prabhu Lakshman, Sivakumar Ananth, Rama Ramasamy, John Devasahayam, Chandrika Chandran, Baby Rakshana, Padam Bhola, Kaniha, B. V. Doshi, Aarav Kizar, Ashwin Kumar, Ciby Bhuvana Chandran"
Vaazha: Biopic of a Billion Boys,2024,125 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",Anand Menen,3.16 out of 5,WBTS Productions,India,Malayalam,"Siju Sunny, Joemon Jyothir, Saaf, Amith Mohan Rajeswari, Ajin Joy, Azees Nedumangad, Kottayam Nazeer, Noby Marcose, Meenakshi Unnikrishnan, Anuraj OB, Hashir, Aswin Vijayan, Sruthi Manikandan, Ziya Vincent, Sminu Sijo, Priya Sreejith, Basil Joseph, Alan Bin Siraj, Vinayak, Jagadish, Gibin Gopinath, Arun Sol, Anu"
Eleven,2025,135 mins   More at IMDb TMDB  Report this page,Thriller,Lokkesh Ajls,3.13 out of 5,AR entertainment,India,Tamil,"Naveen Chandra, Abhirami, Shashank, Reyaa Hari, Dhileban, Ravi Varma, Riythvika, Aadukalam Naren, Kireeti Damaraju, Arjai"
Pink,2016,136 mins   More at IMDb TMDB  Report this page,"Thriller, Drama",Aniruddha Roy Chowdhury,3.69 out of 5,Saraswati Entertainment Creations Limited,India,Hindi,"Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari, Andrea Tariang, Angad Bedi, Dhritiman Chatterjee, Piyush Mishra, Vijay Varma, Mamta Malik, Jogi Malang, Swaroopa Ghosh, Vinod Nagpal"
Love Today,2022,154 mins   More at IMDb TMDB  Report this page,"Romance, Comedy",Pradeep Ranganathan,3.27 out of 5,AGS Entertainment,India,Tamil,"Pradeep Ranganathan, Ivana, Akshaya Udhayakumar, Raveena Ravi, Radikaa Sarathkumar, Prathana Nathan, Sathyaraj, Yogi Babu, Adithya Kathir, Finally Bharath, Vijay Varadharaj, Aajeedh Khalique, M. Soundarya Saravanan, Purushoth, Archana Kalpathi"
Raees,2017,143 mins   More at IMDb TMDB  Report this page,"Action, Crime, Thriller",Rahul Dholakia,3.10 out of 5,Red Chillies Entertainment,India,Hindi,"Shah Rukh Khan, Mahira Khan, Nawazuddin Siddiqui, Mohammed Zeeshan Ayyub, Sheeba Chaddha, Narendra Jha, Uday Tikekar, Anil Charanjeett, Sunny Leone, Jaideep Ahlawat, Atul Kulkarni"
Karthik Calling Karthik,2010,135 mins   More at IMDb TMDB  Report this page,"Romance, Thriller",Vijay Lalwani,3.40 out of 5,Eros International,India,Hindi,"Farhan Akhtar, Deepika Padukone, Ram Kapoor, Shefali Shah, Vivan Bhatena, Vipin Sharma, Yatin Karyekar, Tarana Raja, Vinay Jain, Siddhartha Gupta, Swapnel Desai, Kanchan Pagare, Brijendra Kala, Hansa Singh, Khyati Kanchan, Vijay Badlani, Suresh Tope, Abhay Joshi, Vidyadhar Karmakar, Jagdish Kansara, Athar Nawaaz, Anand Kumar Ekbote"
Kanguva,2024,154 mins   More at IMDb TMDB  Report this page,"Thriller, Fantasy, Action",Siva,1.63 out of 5,UV Creations,India,Tamil,"Suriya, Bobby Deol, Disha Patani, B. S. Avinash, Kovai Sarala, Yogi Babu, Jagapati Babu, Natarajan Subramaniam, Redin Kingsley, Anandaraj, G. Marimuthu, Deepa Venkat, Ravi Raghavendra, K. S. Ravikumar, Karthi"
Bareilly Ki Barfi,2017,123 mins   More at IMDb TMDB  Report this page,"Romance, Comedy",Ashwiny Iyer Tiwari,3.43 out of 5,Junglee Pictures,India,Hindi,"Kriti Sanon, Ayushmann Khurrana, Rajkummar Rao, Rohit Choudhary, Pankaj Tripathi, Seema Pahwa, Semwal Swati, Naila Grrewal, Sapna Sand, Javed Akhtar"
Bombay,1995,141 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Mani Ratnam,3.89 out of 5,Ayngaran International,India,Tamil,"Arvind Swamy, Manisha Koirala, Prakash Raj, Nassar, Kitty, Tinnu Anand, Master Harsha, Master Hridhay, Sonali Bendre, Nagendra Prasad, Rohini, M. V. Vasudeva Rao, Priya"
Tu Jhoothi Main Makkaar,2023,159 mins   More at IMDb TMDB  Report this page,"Romance, Comedy, Family",Luv Ranjan,2.63 out of 5,T-Series,India,Hindi,"Ranbir Kapoor, Shraddha Kapoor, Anubhav Singh Bassi, Dimple Kapadia, Boney Kapoor, Hasleen Kaur, Monica Chaudhary, Inayat Verma, Jatinder Kaur, Ayesha Raza Mishra, Rajesh Jais, Kartik Aaryan, Nushrratt Bharuccha, Amber Rana, Rahul Vohra, Renuka Sharma, Mehul Kajaria, P.K. Kapoor, Teena Singh, Dhruv Tyagi, Gaurav Kamble"
Pad Man,2018,140 mins   More at IMDb TMDB  Report this page,"Drama, Comedy",R. Balki,3.51 out of 5,Hari Om Entertainment,India,Hindi,"Akshay Kumar, Radhika Apte, Sonam Kapoor Ahuja, Jyoti Subhash, Mrinmayee Godbole, Soumya Vyas, Riva Bubber, Urmila Mahanta, Amitabh Bachchan, Suneel Sinha, Rakesh Chaturvedi"
Pariyerum Perumal,2018,155 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Mari Selvaraj,4.16 out of 5,Neelam Productions,India,Tamil,"Kathir, Anandhi, Yogi Babu, G. Marimuthu, Lijeesh, Supergood Subramani, Shanmugarajan, Hari Krishnan, 'Poo' Ram, Lizzie Antony, Karate Venkatesan, Arjun Raam, Subathra Robert"
M.S. Dhoni: The Untold Story,2016,190 mins   More at IMDb TMDB  Report this page,Drama,Neeraj Pandey,3.54 out of 5,Fox Star Studios,India,Hindi,"Sushant Singh Rajput, Anupam Kher, Disha Patani, Kiara Advani, Rajesh Sharma, Kumud Mishra, Neetha Mohindra, Bhumika Chawla, Mithu Chakrabarty, Shantilal Mukherjee, Kali Prasad Mukherjee, Kranti Prakash Jha, Ravindra Mankani, Kiran More, Herry Tangiri, Rajendra Chawla, Monika Mundu, Alok Pandey, Sarvadaman D. Banerjee, Mukesh Bhhatt, Zeeshan Nadaf, Swini Khara, Rhea Sharma, Jitin Gulati, Shivam Roy Prabhakar, Nitanshi Goel, Mahendra Singh Dhoni, Virat Kohli"
Raanjhanaa,2013,140 mins   More at IMDb TMDB  Report this page,"Romance, Drama",Aanand L. Rai,3.24 out of 5,Eros International,India,Hindi,"Dhanush, Sonam Kapoor Ahuja, Abhay Deol, Swara Bhasker, Mohammed Zeeshan Ayyub, Shilpi Marwaha, Kumud Mishra, Saniya Anklesaria, Arvind Gaur, Sujata Kumar, Vipin Sharma, Ishwak Singh, Tejpal Singh, Nisha Jindal, Late Ginny Singh"
Karnan,2021,152 mins   More at IMDb TMDB  Report this page,"Drama, Action",Mari Selvaraj,3.76 out of 5,V Creations,India,Tamil,"Dhanush, Rajisha Vijayan, Natarajan Subramaniam, Lal, Yogi Babu, N. Azhagamperumal, Lakshmi Priyaa, Gouri G Kishan, G. M. Kumar, Shanmugarajan, 'Poo' Ram, Janaki Jayaraman, Madhan Kumar Dhakshinamoorthy"
House of Secrets: The Burari Deaths,2021,138 mins   More at IMDb TMDB  Report this page,"Crime, Documentary",Leena Yadav,3.52 out of 5,Yamini Pictures,India,Hindi,
3BHK,2025,139 mins   More at IMDb TMDB  Report this page,"Family, Drama",Sri Ganesh,3.29 out of 5,Shanthi Talkies,India,Tamil,"Siddharth, R. Sarathkumar, Devayani, Meetha Raghunath, Chaithra J Achar, Yogi Babu, Subbu Panchu, Vivek Prasanna, Thalaivasal Vijay, Karthi, Saraswathi Menon"
Lucifer,2019,174 mins   More at IMDb TMDB  Report this page,"Thriller, Drama, Action",Prithviraj Sukumaran,3.47 out of 5,Aashirvad Cinemas,India,Malayalam,"Mohanlal, Vivek Oberoi, Manju Warrier, Tovino Thomas, Indrajith Sukumaran, Saniya Iyyappan, Saikumar, Kalabhavan Shajon, Prithviraj Sukumaran, Nyla Usha, Giju John, Baiju Santhosh, Fazil, Sachin Khedekar, Suresh Chandra Menon, Shivaji Guruvayoor, Nandhu, John Vijay, Aneesh G Menon, Kainakary Thankaraj, Bala, Adil Ibrahim, Shaun Romy, Murugan Martin, Adarsh, Angelina Roshan, Frank Free, Waluscha De Sousa, Binu Pappu, Sijoy Varghese, Thara Kalyan, Maala Parvathi, Baiju V.K., Parvathy Menon Shijith, Sreeya Remesh, Sshivada Nair, Shakti Kapoor, Antony Perumbavoor, Rajesh Balraj, Aangelina Abraham, Vineeth Radhakrishnan, Manikuttan, Jaise Jose, V. K. Prakash, Dinesh Prabhakar, Sunil Sukhada, Prarthana Sandeep"
The Stranger,1991,114 mins   More at IMDb TMDB  Report this page,Drama,Satyajit Ray,3.94 out of 5,DD Productions,India,"Bengali, Bangla","Utpal Dutt, Dipankar Dey, Mamata Shankar, Bikram Bhattacharya, Dhritiman Chatterjee, Subrata Chattopadhyay, Promode Ganguly, Ajit Banerjee, Rabi Ghosh, Sourav Banerjee"
Hasee Toh Phasee,2014,141 mins   More at IMDb TMDB  Report this page,"Comedy, Romance",Vinil Mathew,3.24 out of 5,Phantom Films,India,Hindi,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma, Manoj Joshi, Sharat Saxena, Nina Kulkarni, Anil Charanjeett, Sameer Kakkar, Lily Patel, Navneet Nishan, Tinnu Anand, Vikas Bahl, Uday Nene"
Aamis,2019,108 mins   More at IMDb TMDB  Report this page,"Romance, Drama",Bhaskar Hazarika,3.65 out of 5,MetaNornal,India,Assamese,"Lima Das, Arghadeep Baruah, Neetali Das, Chandan Bhuyan, Momee Borah, Siddharth Boro, Manash Das, Utkal Hazowary, Jishnu Kashyap, Samar Jyoti Sarkar, Sagar Saurabh"
Dhoom,2004,129 mins   More at IMDb TMDB  Report this page,"Drama, Crime, Action, Thriller",Sanjay Gadhvi,2.99 out of 5,Yash Raj Films,India,Hindi,"John Abraham, Abhishek Bachchan, Esha Deol, Uday Chopra, Rimi Sen, Manoj Joshi, Sanjay M. Singh, Farid Amiri, Mehul Bhojak, Rohit Chopra, Palash Dutta, Sanjay Keni, Ajay Padhye, Ayesha Raza Mishra, Mukesh Ahuja, Ashwin Kaushik, Bhupinder, Yusuf Hussein, Perizaad Zorabian, Arjun Sablok, Arav Chowdhary"
Visaranai,2015,118 mins   More at IMDb TMDB  Report this page,"Thriller, Crime, Drama",Vetrimaaran,4.07 out of 5,Grass Root Film Company,India,Tamil,"V R Dinesh, Samuthirakani, Anandhi, Aadukalam Murugadoss, Kishore, Misha Ghoshal, Pradheesh Raj, Ajay Ghosh, E. Ramadoss, Halwa Vasu, Munnar Ramesh, Dhaya Senthil, Saravana Subbiah, Muthukumar, Cheran Raj, Silambarasan Rathnasamy"
Thangalaan,2024,156 mins   More at IMDb TMDB  Report this page,"Action, History, Adventure, Fantasy",Pa. Ranjith,3.16 out of 5,Studio Green,India,Tamil,"Vikram, Parvathy Thiruvothu, Malavika Mohanan, Daniel Caltagirone, Pasupathy, Hari Krishnan, Arjun Anbudan, Preeti Karan, Krish Hassan, Muthukumar, Sampath Ram"
Mimi,2021,132 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",Laxman Utekar,3.19 out of 5,Maddock Films,India,Hindi,"Kriti Sanon, Pankaj Tripathi, Sai Tamhankar, Evelyn Edwards, Supriya Pathak, Manoj Pahwa, Aidan Whytock, Amardeep Jha, Ishaque Mohammad Shaikh, Jacob Smith, Jaya Bhattacharya, Jeet Raidutt"
Qala,2022,119 mins   More at IMDb TMDB  Report this page,"Drama, Music",Anvita Dutt,3.53 out of 5,Clean Slate Films,India,Hindi,"Triptii Dimri, Swastika Mukherjee, Babil Khan, Amit Sial, Sameer Kochhar, Girija Oak, Swanand Kirkire, Tasveer Kamil, Varun Grover, Abhishek Banerjee, Veera Kapur Ee, Aadhya Jha, Anushka Sharma"
Sultan,2016,170 mins   More at IMDb TMDB  Report this page,"Drama, Action, Romance",Ali Abbas Zafar,3.21 out of 5,Yash Raj Films,India,Hindi,"Salman Khan, Anushka Sharma, Randeep Hooda, Amit Sadh, Kumud Mishra, Parikshat Sahni, Tyron Woodley, Marko Zaror, Ron Smoorenburg, Marrese Crump, Shibani Dandekar, Meiyang Chang, Anant Vidhaat Sharma, Ivan Rodrigues, Karamveer Choudhary, Kubbra Sait, Anjana Om Kashyap"
Mother India,1957,172 mins   More at IMDb TMDB  Report this page,Drama,Mehboob Khan,3.57 out of 5,Mehboob Productions,India,Hindi,"Nargis, Sunil Dutt, Rajendra Kumar, Raaj Kumar, Kanhaiyalal Chaturvedi, Kumkum, Mukri, Sheela Naik, Azra, Sajid Khan, Jillo, Siddiqui, Ram Shastri"
Metro... In Dino,2025,159 mins   More at IMDb TMDB  Report this page,"Comedy, Romance, Drama",Anurag Basu,3.01 out of 5,T-Series,India,Hindi,"Anupam Kher, Neena Gupta, Pankaj Tripathi, Konkona Sen Sharma, Aditya Roy Kapur, Sara Ali Khan, Ali Fazal, Fatima Sana Shaikh, Saswata Chatterjee, Darshana Banik, Rohan Gurbaxani, Pranay Pachauri, Kush Jotwani, Ahana Basu, Freya Kothari, Varun Tewari, Yug Singhal, Samir Suhag, Rishi Bhatia, Richard Joel, Vishwanath Chatterjee, Sandeep Sharma, Shahjahan Khan, Vanshika Taparia, Mikhail Gandhi, Dilnaz Irani, Yamini Singh, Deepak Qazir, Asif Ali Baig, Salone Mehta, Jairoop Jeevan, Farzana Palathingal, Kalyani Joshi, Parul Rai, Payal Patel, Imtiaz Ali, Anurag Basu, Pritam Chakraborty, Papon, Raghav Chaitanya, Pushkaraj Chirputkar"
